ID,ROUND,MONTH,WEEKDAY,LANG,D1,D6_1,D6_2A,D6_2B,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,QA1,QA2A,QA3A,QA2B,QA3B,QA2C,QA22,QA4,QA6A_1,QA7A_1,QA7AI_1,QA7AII_1,QA8A_1,QA8AI_1,QA6A_2,QA7A_2,QA7AI_2,QA7AII_2,QA8A_2,QA8AI_2,QA6A_3,QA7A_3,QA7AI_3,QA7AII_3,QA8A_3,QA8AI_3,QA6A_4,QA7A_4,QA7AI_4,QA7AII_4,QA8A_4,QA8AI_4,QA6A_5,QA7A_5,QA7AI_5,QA7AII_5,QA8A_5,QA8AI_5,QA6A_6,QA7A_6,QA7AI_6,QA7AII_6,QA8A_6,QA8AI_6,QA6A_7,QA7A_7,QA7AI_7,QA7AII_7,QA8A_7,QA8AI_7,QA6A_8,QA7A_8,QA7AI_8,QA7AII_8,QA8A_8,QA8AI_8,QB1_1,QB4_1,QB1_2,QB4_2,QB1_3,QB4_3,QB1_4,QB4_4,QB1_5,QB4_5,QB1_6,QB4_6,QB1_7,QB4_7,QB1_8,QB4_8,QC1_1,QC1_2,QC1_3,QC1_4,QC1_5,QC1_6,QC1_8,QC1_10,QC3_1,QC5_1,QC3_2,QC5_2,QC3_3,QC5_3,QC6_3,QC3_4,QC5_4,QC6_4,QC3_5,QC5_5,QC3_6,QC5_6,QC3_8,QC5_8,QC6_8,QC3_10,QC5_10,QC6_10,QQ1A_1,QQ1A_2,QQ1A_3,QQ1A_4,QQ1A_5,QQ1B,QQ1D,QQ11D,QQ2,QQ11A,QQ3,QQ3A,QQ13A_1,QQ13A_2,QQ13A_3,QQ13A_4,QQ13A_5,QQ13A_6,QQ13A_7,QQ13A_8,QQ13A_9,QQ13A_10,QQ13A_11,QQ13B_1,QQ13B_2,QQ13B_3,QQ13B_4,QQ13B_5,QQ13B_6,QQ13B_7,QQ13B_8,QQ13B_9,QQ13B_10,QQ19A,Q19C_1,Q19C_2,Q19C_3,Q19C_4,Q19C_5,Q19C_6,Q19C_7,Q19C_8,Q19C_9,QQ19B,QQ4C,QQ8,QQ9,QQ10,D10_1,D10_2,D10_3,D10_4,D10_5,D10_6,D10_7,D10_8,D8,D13a,D13b,QA5A_1,QA5A_2,QA5A_3,QA5A_4,QA5A_5,QA5A_6,QA5A_7,QA5A_8,QB3_1,QB3_2,QB3_3,QB3_4,QB3_5,QB3_6,QB3_7,QB3_8,QC2_1,QC2_2,QC2_3,QC2_4,QC2_5,QC2_6,QC2_8,QC2_10,COUNTRY,EDUCATION,AGE,INCOME,HHSIZE,DEPCHILDREN,URBAN,Gross_weight,D3_AT,D3_BE,D3_EE,D3_ES,D3_GR,D3_FI,D3_FR,D3_IE,D3_IT,D3_LT,D3_LU,D3_LV,D3_PT,D3_SI,D3_SK,D3_CY,D3_MT
144_1_5_2,2,3,7,18,1,3,,2,0,0,1,0,0,0,1,60,,,,,,,10,12,2,2,,,1,4,2,2,,,1,14,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,999997,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,2,4,2,4,,,,2,4,2,,,6,4,,,,,,,1,1,0,0,0,,1,3,3,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,,,,,,,,,,3,1,1,0,,1,0,0,1,0,0,0,0,1,1,,20,30,50,,,,,,65,,,,,,,,500,40,,30,,20,,,ES,3,1,4,4,1,1,15973.16737,,,,4,,,,,,,,,,,,,
144_2_5_2,2,3,1,18,1,3,,1,0,0,1,0,0,0,0,20,,,,,,,20,6,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,3,4,,,2,4,2,2,4,1,,,2,4,,,,2,4,2,1,1,1,0,0,3,1,3,1,5,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,,,,,,,,,,3,2,1,1,2,1,1,1,1,1,0,0,0,1,,,19,,,,,,,,,,,,,,,,500,,37,63,,17.99,,300,ES,3,10,3,2,0,0,5696.159619,,,,2,,,,,,,,,,,,,
14512_2_5_1,1,11,3,18,2,2,5,,0,0,1,0,0,0,0,3,,,,,,,999996,1,2,2,,,1,6,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,1,3,4,2,4,2,2,3,2,4,1,,,,,,,,3,4,1,1,1,0,0,0,,1,3,2,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,2,1,1,0,,1,1,1,0,0,0,0,0,1,,,35,3,,,,,,,,,,,,,,,600,240,240,180,,,,100,ES,1,8,2,4,2,1,14554.74286,,,,5,,,,,,,,,,,,,
14512_2_5_2,2,4,1,18,2,3,,2,1,0,1,1,0,0,1,31,6,5,35,1,0,,999996,1,1,,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,999997,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,2,4,2,2,1,2,4,1,,,,,,,,,,,0,1,0,0,0,,1,999999,2,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,,,,,,,,,3,2,1,1,1,0,0,0,1,0,1,0,0,1,,,2,14,,,,,,,13,,,,,,,,,100,200,110,,,,,ES,3,1,1,5,1,1,10978.66443,,,,7,,,,,,,,,,,,,
14518_2_5_1,1,11,3,18,1,2,4,,1,1,0,1,1,1,1,100,150,1,999997,,,10,5,6,1,,,1,,2,1,,,0,,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,6,6,6,5,2,1,2,10,999997,,,,,,1,1,1,1,0,1,1,1,,,1,4,1,2,3,1,3,2,,,1,4,,,,3,1,1,1,0,1,0,0,999993,1,2,1,2,1,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,2,2,2,1,3,1,1,0,0,0,0,0,0,1,,,5,10,50,,,,,,50,40,30,30,20,,,,,5,50,20,,50,,20,ES,2,2,2,2,0,1,4279.894755,,,,7,,,,,,,,,,,,,
1451_2_5_2,2,3,4,18,2,3,,3,1,0,1,1,0,0,1,36,100,1,999997,,,,120,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,999997,,,,,,,,,,,,,,0,1,0,1,0,0,1,0,,,2,4,,,,2,4,1,,,,,1,5,2,,,,1,1,0,0,0,,3,,2,4,2,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,4,0,1,0,1,0,0,0,0,0,3,2,1,1,2,0,0,1,1,0,0,0,0,1,,,5,,,,,,,,5,,,,,,,,,80,,50,,,10,,ES,1,2,4,4,1,1,23981.24298,,,,2,,,,,,,,,,,,,
14521_2_5_1,1,11,3,18,2,2,4,,0,0,1,0,0,0,0,70,,,,,,,20,5,1,,,1,,6,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,5,4,5,4,,,,1,4,2,,,3,4,,,,,,,1,1,0,0,0,,1,3,1,5,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,,,,,,,,,2,1,1,1,2,1,0,0,1,0,0,0,0,1,,,30,20,,,,,,,,,,,,,,,250,90,,10,,15.99,,,ES,2,7,3,4,2,0,8772.676626,,,,7,,,,,,,,,,,,,
14606_2_5_2,2,4,2,18,2,3,,1,1,0,1,0,0,1,1,51,100,1,999997,,,,100,14,3,,30,,1,5,2,1,,,1,2,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,13,4,999997,,,,,,,,,,,,0,1,1,1,0,0,999999,1,,,2,4,1,3,2,2,4,2,,,,,,,,1,4,2,0,1,0,0,0,,1,3,2,5,1,,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,3,2,1,999998,,0,1,0,1,0,0,0,0,1,,,5,25,20,,,,,,25,2,,,,,,,,38,55,69,,,,260,ES,1,12,2,1,,0,10454.7096,,,,2,,,,,,,,,,,,,
14609_2_5_2,2,4,2,18,2,3,,4,0,0,0,0,0,0,0,55,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,5,4,2,,,,0,1,0,0,0,,1,3,1,4,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,,,,,,,,,3,2,1,1,2,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,ES,2,10,4,3,0,1,10243.20658,,,,3,,,,,,,,,,,,,
1460_1_5_2,2,3,3,18,2,2,4,,0,0,1,1,0,0,1,17,,,,,,,6,2,2,2,,,1,6,3,,2,,1,10,3,,2,,1,4,3,,2,,1,6,3,,2,,1,9,1,,,1,,,,,,,,,,,,,,5,1,3,1,999997,,,,,,,,,,,,1,1,0,1,1,0,0,0,2,4,2,4,,,,2,4,1,1,2,,,,,,,,,1,1,0,0,0,,1,3,4,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,,,,,,,,,,3,4,1,0,,1,0,1,1,0,0,0,0,1,0,,60,18.6,233,10.3,17.9,5.5,,,16.8,16.95,,,,,,,420,195,,25,112,,,,ES,1,6,5,3,0,1,8896.295379,,,,6,,,,,,,,,,,,,
1461_1_5_2,2,4,5,18,2,2,4,,0,0,1,0,0,0,0,130,,,,,,,60,2,1,,,1,,3,1,,,1,,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,,,,,2,1,1,2,4,2,,,,,,,,,,,1,1,0,0,0,,2,,1,5,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,1,1,1,0,,0,0,0,1,1,0,0,0,1,1,,8,4,55,,,,,,,,,,,,,,,,280,27,,,,,ES,1,9,3,1,,1,7338.376482,,,,5,,,,,,,,,,,,,
14628_2_5_2,2,4,2,18,2,3,,2,0,0,0,0,0,0,0,16,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,3,4,1,4,2,,,,1,1,0,0,0,,1,1,2,4,3,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,,,,,,,,,,2,2,1,999998,,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,4,20,,ES,2,1,1,4,2,1,8540.045627,,,,3,,,,,,,,,,,,,
1462_1_5_2,2,4,3,18,2,3,,4,0,0,1,0,0,0,0,190,,,,,,,999996,5,1,,,1,,9,1,,,1,,5,7,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,2,,2,5,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,,,,,,,,,,1,1,1,0,,0,0,1,1,0,0,0,0,1,1,,26,10,30,,,,,,,,,,,,,,,,,,,,,,ES,1,10,4,4,0,0,21300.13609,,,,6,,,,,,,,,,,,,
14634_2_5_2,2,4,2,18,2,3,,4,0,0,1,0,0,0,0,122,,,,,,,120,6,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,,,2,6,,,,2,4,2,,,,,,,,,,,1,1,0,0,0,,1,2,2,5,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,,,,,,,,,2,2,6,1,3,0,0,0,0,0,0,1,0,1,,,2.2,,,,,,,,,,,,,,,,,227.99,,54.99,,,,,ES,3,10,3,1,,0,9610.377078,,,,1,,,,,,,,,,,,,
14636_2_5_1,1,11,4,18,2,1,,,1,1,1,1,1,1,1,50,20,1,20,2,0,15,80,1,1,,,1,,3,1,,,1,,10,1,,,1,,5,1,,,1,,6,7,,,,1,,,,,,,,,,,,,,,,,,,4,11,999997,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,,,1,3,1,3,2,1,3,2,1,1,,,,,,1,1,1,0,1,0,0,0,,1,1,1,5,1,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,1,1,1,1,3,1,1,0,0,0,0,1,0,1,,,20,15,50,69,12,,,,30,,,,,,,,,125,30,120,50,,,400,ES,1,1,4,5,4,1,10703.91646,,,,4,,,,,,,,,,,,,
1463_2_5_1,1,10,5,18,2,3,,2,1,0,1,0,0,0,0,26,20,1,999997,,,,31,4,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,1,,,2,4,2,4,1,2,4,1,,,,,1,5,2,2,4,1,1,1,0,0,0,,2,,2,5,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,,,,,,,,,3,2,1,1,3,0,1,1,1,0,0,0,0,1,,,15,,,,,,,,,,,,,,,,,125,105,35,,,10,95.4,ES,3,1,4,2,0,1,4790.990842,,,,6,,,,,,,,,,,,,
14652_2_5_2,2,4,2,18,2,3,,4,0,0,1,0,0,0,0,3,,,,,,,3,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,0,,,2,4,2,1,2,2,4,2,,,,,1,4,2,,,,1,1,0,0,0,,1,1,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,,,,,,,,,6,4,1,0,,0,0,1,1,1,1,0,0,1,,,4.85,,,,,,,,,,,,,,,,,33.3,700,55.7,,,3.3,,ES,2,11,2,1,,1,8889.543995,,,,3,,,,,,,,,,,,,
14657_2_5_1,1,11,3,18,1,2,4,,0,0,1,1,0,0,0,51,,,,,,,35,1,1,,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,2,4,,,,,,2,4,2,,,,,,,,,,,1,1,0,0,0,,3,,4,5,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,2,2,1,999998,,1,0,0,1,1,0,0,0,1,,,15.45,4,,,,,,,,,,,,,,,435,,,7.95,,,,,ES,1,3,2,2,0,1,6947.666167,,,,7,,,,,,,,,,,,,
1465_1_5_2,2,4,4,18,1,3,,4,0,0,1,1,0,0,0,70,,,,,,,999999,2,1,,,1,,3,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,3,,1,5,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,,,,,,,,,,3,1,1,0,,0,0,0,1,1,0,0,0,1,0,,30,20,,,,,,,,,,,,,,,,,,,,,,,ES,1,11,3,3,0,1,8376.129764,,,,5,,,,,,,,,,,,,
14668_2_5_1,1,11,3,18,1,2,4,,1,1,1,0,0,1,0,21,100,1,999997,,,16,51,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,1,0,2,3,2,4,,,,2,4,2,2,4,,,2,3,2,,,,1,1,1,0,0,3,3,,2,4,2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,3,2,2,0,,1,0,0,1,0,1,0,0,1,,,5.25,,,,,,,,,,,,,,,,120,21,,84,13,,15,,ES,3,3,2,1,,1,6599.569763,,,,4,,,,,,,,,,,,,
1467_1_5_2,2,4,4,18,2,1,,,0,0,1,0,0,0,0,140,,,,,,,85,2,2,1,,,1,1,1,,,1,,5,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,1,0,,,2,6,,,,2,6,1,,,,,1,4,2,,,,1,1,0,0,0,,2,,2,5,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,,,,,,,,,3,1,1,1,2,0,0,1,0,1,0,0,0,3,1,,18,28,20,,,,,,,,,,,,,,,53,,42,,,18,,ES,1,10,3,2,0,1,5476.501759,,,,6,,,,,,,,,,,,,
14705_2_5_1,1,11,3,18,2,2,2,,1,1,1,1,0,1,1,30,20,1,999997,,,30,999996,2,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,999997,,,,,,,,,,,,1,1,1,1,0,1,0,0,3,4,3,4,3,4,2,3,4,1,,,3,4,,,,,,,1,0,0,0,0,,2,,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,2,2,0,,1,0,0,0,0,0,0,0,3,,,15,,,,,,,,10,15,,,,,,,650,38,110,41,,50,,,ES,3,7,4,4,2,1,10793.4861,,,,5,,,,,,,,,,,,,
14707_2_5_1,1,11,3,18,1,2,5,,1,1,1,1,0,1,1,20,20,1,20,1,0,20,999996,1,1,,,1,,1,1,,,1,,1,1,,,1,,1,1,,,1,,2,1,,,1,,,,,,,,,,,,,,,,,,,,1,3,999997,,,,,,,,,,,,,,0,0,1,0,1,0,1,0,,,,,5,1,2,,,,5,1,,,5,1,2,,,,1,1,0,1,0,,4,,999993,999993,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,1,1,1,1,6,0,0,0,0,0,0,1,0,4,,,20,10,20,20,10,,,,20,,,,,,,,,,20,,20,,20,,ES,1,3,1,1,,1,8631.333259,,,,7,,,,,,,,,,,,,
1471_1_5_2,2,4,6,18,1,3,,2,0,1,1,0,1,0,0,109,,,,,,50,999996,10,1,,,0,,1,1,,,1,,6,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,2,,2,4,1,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,,,,,,,,,,2,2,1,1,3,0,0,0,0,1,0,0,0,1,1,,65,33.4,7,,,,,,,,,,,,,,,,,,,,,,ES,1,1,5,5,2,1,22463.25175,,,,5,,,,,,,,,,,,,
14739_2_5_1,1,11,3,18,2,2,4,,1,0,1,0,0,0,0,20,20,1,999997,,,,20,15,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,2,4,2,3,,,,,,,,,2,4,,,,,,,1,1,0,0,0,,2,,2,5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,,,,,,,,,,2,3,1,0,,1,0,0,0,0,0,0,0,1,,,20,,,,,,,,,,,,,,,,450,150,,,,13.99,,,ES,2,3,2,1,,1,4847.206123,,,,5,,,,,,,,,,,,,
1473_1_5_2,2,3,1,18,1,2,2,,0,0,1,0,0,0,0,98,,,,,,,65,3,1,,,1,,1,1,,,1,,6,1,,,0,,4,1,,,999999,,9,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,3,4,2,4,2,4,2,2,4,1,,,,,,,,2,4,2,1,1,0,0,0,,3,,2,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,3,4,1,0,,1,1,1,1,1,1,0,0,1,1,,5.9,10,4,12,1.1,,,,,,,,,,,,558,66,155.6,33,,,,200,ES,1,9,5,2,0,0,6193.016689,,,,7,,,,,,,,,,,,,
1473_2_5_1,1,10,5,18,2,2,5,,1,0,1,0,0,1,0,5,50,1,5,1,0,,40,14,1,,,0,,10,1,,,1,,4,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,1,0,,,2,6,,,,2,4,1,,,,,5,5,2,,,,1,1,0,0,0,,2,,1,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,2,2,1,1,1,0,0,1,0,0,0,0,0,1,,,10,5,29.99,,,,,,,,,,,,,,,40.5,,50,,,5,,ES,2,8,3,3,0,1,5254.901257,,,,4,,,,,,,,,,,,,
14746_2_5_2,2,4,2,18,2,3,,2,1,1,0,0,1,0,1,21,10,1,999997,,,5,15,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,999997,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,,,,,,,,,,,2,1,2,1,,,,,,,0,1,0,0,0,,1,3,2,3,1,,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,,,,,,,,,,1,1,5,1,1,0,0,1,1,0,0,0,0,1,,,34.9,,,,,,,,25.95,,,,,,,,,,,,5,12,,,ES,3,1,1,5,3,1,11909.20601,,,,4,,,,,,,,,,,,,
14749_2_5_2,2,4,2,18,2,3,,1,0,0,1,0,0,0,0,166,,,,,,,100,4,2,2,,,1,6,1,,,1,,1,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,,,2,3,,,,2,4,1,,,2,4,,,,,,,0,1,0,0,0,,2,,1,5,3,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,,,,,,,,,,3,2,5,1,3,0,0,1,1,0,0,0,0,1,,,25,5,88.35,,,,,,,,,,,,,,,77,,85,,85,,,ES,2,10,2,2,0,0,8720.730458,,,,4,,,,,,,,,,,,,
14769_2_5_1,1,11,3,18,1,2,3,,0,1,1,0,1,0,999999,2,,,,,,25,25,11,2,1,,,1,14,2,2,,,0,2,1,,,1,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,999999,0,1,1,1,,,,,,,,,,,,,4,5,5,6,1,2,5,3,0,0,1,0,0,2,1,3,,,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,,,,,,,,,,4,4,4,1,4,0,1,0,1,0,0,0,0,4,,,1.01,1.15,333.8,2.02,,,,,,,,,,,,,,,,,,13.22,3.02,22.02,ES,2,2,1,5,3,1,10545.72837,,,,7,,,,,,,,,,,,,
14777_2_5_1,1,11,3,18,1,2,4,,0,1,0,0,0,0,0,20,,,,,,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,,,2,4,,,,2,4,1,,,,,,,,,,,1,0,0,0,0,,3,,2,4,1,,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,,,,,,,,,,3,1,1,0,,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,120,,105,,,,,ES,1,3,3,4,2,1,17119.15932,,,,7,,,,,,,,,,,,,
1477_2_5_1,1,10,5,18,1,3,,4,1,0,1,0,0,0,0,10,40,1,999997,,,,10,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,,,2,4,,,,2,4,1,2,1,,,,,,2,4,1,1,1,0,0,0,,3,,2,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,,,,,,,,,,4,2,1,0,,0,1,0,1,0,0,0,0,1,,,15.94,,,,,,,,,,,,,,,,,65.71,,59.7,915.23,,,1300,ES,2,6,3,3,1,0,9138.646296,,,,2,,,,,,,,,,,,,
1478_1_5_1,1,10,1,18,2,2,4,,0,0,0,0,1,0,0,135,,,,,,,24,10,5,,,,1,1,1,,,1,,2,1,,,1,,5,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999999,999999,999999,999999,999999,999999,999999,999999,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,,1,3,1,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,2,2,1,0,,1,0,1,1,0,0,0,0,3,1,,13,80,27,49,,,,,,,,,,,,,,,,,,,,,ES,2,8,2,2,0,0,3384.042994,,,,7,,,,,,,,,,,,,
1478_2_5_1,1,10,5,18,2,2,4,,0,1,1,0,0,1,1,13,,,,,,5,16,1,2,2,,,1,5,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,999997,,,,,,,,,,,,,,1,1,1,1,0,1,0,0,5,4,2,4,2,1,1,2,4,2,,,2,4,,,,,,,1,1,0,0,0,,1,3,2,5,2,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,2,2,1,0,,1,0,0,1,0,1,0,0,1,,,5.3,63,,,,,,,5.3,,,,,,,,650,72,890,15,,35,,,ES,3,5,4,4,2,1,10507.41489,,,,2,,,,,,,,,,,,,
1480_1_5_1,1,10,5,18,2,3,,4,0,0,0,0,0,0,0,45,,,,,,,999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,,,2,4,,,,2,4,2,2,1,,,,,,,,,1,1,0,0,0,,2,,2,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,,,,,,,,,,6,1,1,0,,0,0,1,1,1,0,0,0,1,,1,,,,,,,,,,,,,,,,,,39,,70,180,,,,ES,3,10,3,2,0,0,8415.366434,,,,2,,,,,,,,,,,,,
14810_2_5_2,2,4,2,18,2,2,4,,1,0,1,0,0,0,0,50,50,1,50,1,0,,100,2,1,,,1,,5,1,,,1,,6,1,,,1,,11,1,,,0,,10,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,4,2,4,,,,,,,,,2,4,1,3,2,2,4,2,1,1,1,0,0,1,1,3,1,5,2,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,2,1,0,,1,1,1,1,1,0,0,0,1,,,20,30,15,45,35,,,,,,,,,,,,350,200,,,,50,45,25,ES,3,1,3,3,1,1,4383.278363,,,,4,,,,,,,,,,,,,
